ancienne_url,nouvelle_url,code,silo,motif
/villes/agence-seo-cestas,/consultant-seo-cestas,301,agence-seo,ville conservée
/villes/agence-seo-cezac,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-coutras,/consultant-seo-coutras,301,agence-seo,ville conservée
/villes/agence-seo-creon,/consultant-seo-floirac,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-eysines,/consultant-seo-eysines,301,agence-seo,ville conservée
/villes/agence-seo-fargues-saint-hilaire,/consultant-seo-floirac,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-floirac,/consultant-seo-floirac,301,agence-seo,ville conservée
/villes/agence-seo-galgon,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-gradignan,/consultant-seo-gradignan,301,agence-seo,ville conservée
/villes/agence-seo-gujan-mestras,/consultant-seo-la-teste-de-buch,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-hourtin,/consultant-seo-lacanau,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-izon,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-la-brede,/consultant-seo-cestas,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-la-reole,/consultant-seo-langon,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-la-teste-de-buch,/consultant-seo-la-teste-de-buch,301,agence-seo,ville conservée
/villes/agence-seo-lacanau,/consultant-seo-lacanau,301,agence-seo,ville conservée
/villes/agence-seo-langon,/consultant-seo-langon,301,agence-seo,ville conservée
/villes/agence-seo-lanton,/consultant-seo-ares,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-latresne,/consultant-seo-floirac,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-le-barp,/consultant-seo-cestas,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-le-bouscat,/consultant-seo-le-bouscat,301,agence-seo,ville conservée
/villes/agence-seo-le-haillan,/consultant-seo-eysines,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-le-pian-medoc,/consultant-seo-le-taillan-medoc,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-le-taillan-medoc,/consultant-seo-le-taillan-medoc,301,agence-seo,ville conservée
/villes/agence-seo-le-teich,/consultant-seo-la-teste-de-buch,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-lege-cap-ferret,/consultant-seo-lege-cap-ferret,301,agence-seo,ville conservée
/villes/agence-seo-leognan,/consultant-seo-cestas,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-libourne,/consultant-seo-libourne,301,agence-seo,ville conservée
/villes/agence-seo-lormont,/consultant-seo-lormont,301,agence-seo,ville conservée
/villes/agence-seo-ludon-medoc,/consultant-seo-le-taillan-medoc,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-macau,/consultant-seo-le-taillan-medoc,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-marcheprime,/consultant-seo-la-teste-de-buch,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-marsas,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-martignas-sur-jalle,/consultant-seo-saint-medard-en-jalles,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-merignac,/consultant-seo-merignac,301,agence-seo,ville conservée
/villes/agence-seo-mios,/consultant-seo-la-teste-de-buch,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-monsegur,/consultant-seo-langon,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-montussan,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-parempuyre,/consultant-seo-bruges,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-pauillac,/consultant-seo-soulac-sur-mer,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-pessac,/consultant-seo-pessac,301,agence-seo,ville conservée
/villes/agence-seo-pineuilh,/consultant-seo-coutras,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-podensac,/consultant-seo-langon,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-sadirac,/consultant-seo-floirac,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-saint-andre-de-cubzac,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-saint-aubin-de-medoc,/consultant-seo-saint-aubin-de-medoc,301,agence-seo,ville conservée
/villes/agence-seo-saint-caprais-de-bordeaux,/consultant-seo-floirac,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-saint-ciers-sur-gironde,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-saint-denis-de-pile,/consultant-seo-coutras,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-saint-emilion,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-saint-jean-dillac,/consultant-seo-saint-medard-en-jalles,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-saint-laurent-medoc,/consultant-seo-soulac-sur-mer,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-saint-loubes,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-saint-magne-de-castillon,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-saint-medard-en-jalles,/consultant-seo-saint-medard-en-jalles,301,agence-seo,ville conservée
/villes/agence-seo-saint-savin,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-saint-seurin-sur-lisle,/consultant-seo-coutras,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-saint-sulpice-et-cameyrac,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-sainte-eulalie,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-sainte-foy-la-grande,/consultant-seo-coutras,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-sainte-helene,/consultant-seo-saint-aubin-de-medoc,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-salles,/consultant-seo-cestas,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-sauveterre-de-guyenne,/consultant-seo-langon,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-soulac-sur-mer,/consultant-seo-soulac-sur-mer,301,agence-seo,ville conservée
/villes/agence-seo-talence,/consultant-seo-talence,301,agence-seo,ville conservée
/villes/agence-seo-targon,/consultant-seo-langon,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-tresses,/consultant-seo-floirac,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-vayres,/consultant-seo-libourne,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-vendays-montalivet,/consultant-seo-soulac-sur-mer,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/agence-seo-villenave-dornon,/consultant-seo-villenave-dornon,301,agence-seo,ville conservée
/villes/agence-seo-yvrac,/consultant-seo-floirac,301,agence-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-ambares-et-lagrave,/consultant-seo-lormont,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-ambars-et-lagrave,/consultant-seo-lormont,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-ambes,/consultant-seo-lormont,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-ambs,/consultant-seo-lormont,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-andernos-les-bains,/consultant-seo-ares,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-arcachon,/consultant-seo-arcachon,301,audit-seo,ville conservée
/villes/audit-seo-ares,/consultant-seo-ares,301,audit-seo,ville conservée
/villes/audit-seo-ars,/consultant-seo-ares,301,audit-seo,slug cassé — ville conservée
/villes/audit-seo-arsac,/consultant-seo-le-taillan-medoc,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-artigues-pres-bordeaux,/consultant-seo-floirac,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-artigues-prs-bordeaux,/consultant-seo-floirac,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-audenge,/consultant-seo-ares,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-avensan,/consultant-seo-le-taillan-medoc,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-bassens,/consultant-seo-lormont,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-bazas,/consultant-seo-bazas,301,audit-seo,ville conservée
/villes/audit-seo-begles,/consultant-seo-begles,301,audit-seo,ville conservée
/villes/audit-seo-belin-beliet,/consultant-seo-cestas,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-belin-bliet,/consultant-seo-cestas,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-bgles,/consultant-seo-begles,301,audit-seo,slug cassé — ville conservée
/villes/audit-seo-biganos,/consultant-seo-la-teste-de-buch,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-blanquefort,/consultant-seo-bruges,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-blaye,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-bouliac,/consultant-seo-floirac,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-bourg,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-bruges,/consultant-seo-bruges,301,audit-seo,ville conservée
/villes/audit-seo-cadaujac,/consultant-seo-villenave-dornon,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-cadillac,/consultant-seo-langon,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-canejan,/consultant-seo-cestas,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-canjan,/consultant-seo-cestas,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-carbon-blanc,/consultant-seo-lormont,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-carignan-de-bordeaux,/consultant-seo-floirac,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-castelnau-de-mdoc,/consultant-seo-le-taillan-medoc,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-castelnau-de-medoc,/consultant-seo-le-taillan-medoc,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-castillon-la-bataille,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-castres-gironde,/consultant-seo-villenave-dornon,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-cenon,/consultant-seo-lormont,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-cestas,/consultant-seo-cestas,301,audit-seo,ville conservée
/villes/audit-seo-cezac,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-coutras,/consultant-seo-coutras,301,audit-seo,ville conservée
/villes/audit-seo-creon,/consultant-seo-floirac,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-cron,/consultant-seo-floirac,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-czac,/consultant-seo-libourne,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-eysines,/consultant-seo-eysines,301,audit-seo,ville conservée
/villes/audit-seo-fargues-saint-hilaire,/consultant-seo-floirac,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-floirac,/consultant-seo-floirac,301,audit-seo,ville conservée
/villes/audit-seo-galgon,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-gradignan,/consultant-seo-gradignan,301,audit-seo,ville conservée
/villes/audit-seo-gujan-mestras,/consultant-seo-la-teste-de-buch,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-hourtin,/consultant-seo-lacanau,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-izon,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-la-brde,/consultant-seo-cestas,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-la-brede,/consultant-seo-cestas,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-la-reole,/consultant-seo-langon,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-la-role,/consultant-seo-langon,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-la-teste-de-buch,/consultant-seo-la-teste-de-buch,301,audit-seo,ville conservée
/villes/audit-seo-lacanau,/consultant-seo-lacanau,301,audit-seo,ville conservée
/villes/audit-seo-langon,/consultant-seo-langon,301,audit-seo,ville conservée
/villes/audit-seo-lanton,/consultant-seo-ares,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-latresne,/consultant-seo-floirac,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-le-barp,/consultant-seo-cestas,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-le-bouscat,/consultant-seo-le-bouscat,301,audit-seo,ville conservée
/villes/audit-seo-le-haillan,/consultant-seo-eysines,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-le-pian-mdoc,/consultant-seo-le-taillan-medoc,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-le-pian-medoc,/consultant-seo-le-taillan-medoc,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-le-taillan-mdoc,/consultant-seo-le-taillan-medoc,301,audit-seo,slug cassé — ville conservée
/villes/audit-seo-le-taillan-medoc,/consultant-seo-le-taillan-medoc,301,audit-seo,ville conservée
/villes/audit-seo-le-teich,/consultant-seo-la-teste-de-buch,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-lege-cap-ferret,/consultant-seo-lege-cap-ferret,301,audit-seo,ville conservée
/villes/audit-seo-leognan,/consultant-seo-cestas,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-lge-cap-ferret,/consultant-seo-lege-cap-ferret,301,audit-seo,slug cassé — ville conservée
/villes/audit-seo-libourne,/consultant-seo-libourne,301,audit-seo,ville conservée
/villes/audit-seo-lognan,/consultant-seo-cestas,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-lormont,/consultant-seo-lormont,301,audit-seo,ville conservée
/villes/audit-seo-ludon-mdoc,/consultant-seo-le-taillan-medoc,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-ludon-medoc,/consultant-seo-le-taillan-medoc,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-macau,/consultant-seo-le-taillan-medoc,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-marcheprime,/consultant-seo-la-teste-de-buch,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-marsas,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-martignas-sur-jalle,/consultant-seo-saint-medard-en-jalles,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-merignac,/consultant-seo-merignac,301,audit-seo,ville conservée
/villes/audit-seo-mios,/consultant-seo-la-teste-de-buch,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-monsegur,/consultant-seo-langon,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-monsgur,/consultant-seo-langon,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-montussan,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-mrignac,/consultant-seo-merignac,301,audit-seo,slug cassé — ville conservée
/villes/audit-seo-parempuyre,/consultant-seo-bruges,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-pauillac,/consultant-seo-soulac-sur-mer,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-pessac,/consultant-seo-pessac,301,audit-seo,ville conservée
/villes/audit-seo-pineuilh,/consultant-seo-coutras,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-podensac,/consultant-seo-langon,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-sadirac,/consultant-seo-floirac,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-andr-de-cubzac,/consultant-seo-libourne,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-andre-de-cubzac,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-aubin-de-mdoc,/consultant-seo-saint-aubin-de-medoc,301,audit-seo,slug cassé — ville conservée
/villes/audit-seo-saint-aubin-de-medoc,/consultant-seo-saint-aubin-de-medoc,301,audit-seo,ville conservée
/villes/audit-seo-saint-caprais-de-bordeaux,/consultant-seo-floirac,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-ciers-sur-gironde,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-denis-de-pile,/consultant-seo-coutras,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-emilion,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-jean-dillac,/consultant-seo-saint-medard-en-jalles,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-laurent-mdoc,/consultant-seo-soulac-sur-mer,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-laurent-medoc,/consultant-seo-soulac-sur-mer,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-loubes,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-loubs,/consultant-seo-libourne,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-magne-de-castillon,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-mdard-en-jalles,/consultant-seo-saint-medard-en-jalles,301,audit-seo,slug cassé — ville conservée
/villes/audit-seo-saint-medard-en-jalles,/consultant-seo-saint-medard-en-jalles,301,audit-seo,ville conservée
/villes/audit-seo-saint-savin,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-seurin-sur-lisle,/consultant-seo-coutras,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-saint-sulpice-et-cameyrac,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-sainte-eulalie,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-sainte-foy-la-grande,/consultant-seo-coutras,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-sainte-helene,/consultant-seo-saint-aubin-de-medoc,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-sainte-hlne,/consultant-seo-saint-aubin-de-medoc,301,audit-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/audit-seo-salles,/consultant-seo-cestas,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-sauveterre-de-guyenne,/consultant-seo-langon,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-soulac-sur-mer,/consultant-seo-soulac-sur-mer,301,audit-seo,ville conservée
/villes/audit-seo-talence,/consultant-seo-talence,301,audit-seo,ville conservée
/villes/audit-seo-targon,/consultant-seo-langon,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-tresses,/consultant-seo-floirac,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-vayres,/consultant-seo-libourne,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-vendays-montalivet,/consultant-seo-soulac-sur-mer,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/audit-seo-villenave-d-ornon,/consultant-seo-villenave-dornon,301,audit-seo,slug cassé — ville conservée
/villes/audit-seo-villenave-dornon,/consultant-seo-villenave-dornon,301,audit-seo,ville conservée
/villes/audit-seo-yvrac,/consultant-seo-floirac,301,audit-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-ambares-et-lagrave,/consultant-seo-lormont,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-ambars-et-lagrave,/consultant-seo-lormont,301,black-hat-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-ambes,/consultant-seo-lormont,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-ambs,/consultant-seo-lormont,301,black-hat-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-andernos-les-bains,/consultant-seo-ares,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-arcachon,/consultant-seo-arcachon,301,black-hat-seo,ville conservée
/villes/black-hat-seo-ares,/consultant-seo-ares,301,black-hat-seo,ville conservée
/villes/black-hat-seo-ars,/consultant-seo-ares,301,black-hat-seo,slug cassé — ville conservée
/villes/black-hat-seo-arsac,/consultant-seo-le-taillan-medoc,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-artigues-pres-bordeaux,/consultant-seo-floirac,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-artigues-prs-bordeaux,/consultant-seo-floirac,301,black-hat-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-audenge,/consultant-seo-ares,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-avensan,/consultant-seo-le-taillan-medoc,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-bassens,/consultant-seo-lormont,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-bazas,/consultant-seo-bazas,301,black-hat-seo,ville conservée
/villes/black-hat-seo-begles,/consultant-seo-begles,301,black-hat-seo,ville conservée
/villes/black-hat-seo-belin-beliet,/consultant-seo-cestas,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-belin-bliet,/consultant-seo-cestas,301,black-hat-seo,slug cassé — ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-bgles,/consultant-seo-begles,301,black-hat-seo,slug cassé — ville conservée
/villes/black-hat-seo-biganos,/consultant-seo-la-teste-de-buch,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-blanquefort,/consultant-seo-bruges,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-blaye,/consultant-seo-libourne,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-bouliac,/consultant-seo-floirac,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-bourg,/consultant-seo-libourne,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-bruges,/consultant-seo-bruges,301,black-hat-seo,ville conservée
/villes/black-hat-seo-cadaujac,/consultant-seo-villenave-dornon,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-cadillac,/consultant-seo-langon,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
/villes/black-hat-seo-canejan,/consultant-seo-cestas,301,black-hat-seo,ville fusionnée → commune limitrophe conservée
